Ticker,Latest Close,RSI,SMA20,SMA50,SMA200,52W High,52W Low,Volatility,Avg Volume,Rel Performance,Uptrend,Downtrend,Wedge,Trendline Support,Triangle Asc,Channel Up,Channel Down,Double Bottom,Multiple Bottom,Head and Shoulders
MDKA,2040.0,73.68421052631578,1758.5,1541.7,1965.225,2900.0,1040.0,57.86270046559661,133524450.0,-0.693233082706767,No,No,No,Yes,No,Yes,No,No,No,No
MDKI,163.0,80.0,157.2,152.84,172.215,198.0,144.0,1.3764943693862024,223420.0,-0.9754887218045113,No,No,Yes,No,Yes,No,No,No,No,No
MDLA,208.0,67.85714285714286,194.25,,172.93,218.0,144.0,7.311850504601146,33503170.0,-0.9687218045112782,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MDLN,54.0,60.0,51.85,50.76,51.325,64.0,50.0,2.3147126481865286,26089360.0,-0.9918796992481203,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MDRN,7.0,50.0,7.3,7.58,7.255,10.0,4.0,0.5104176942512614,3602825.0,-0.9989473684210526,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
MEDC,1140.0,71.05263157894737,1079.75,1034.4,1164.875,1480.0,935.0,10.513149656346187,35841010.0,-0.8285714285714285,No,No,No,No,No,No,No,No,Yes,No
MEDS,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,79315.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
MEGA,3570.0,56.666666666666664,3525.0,3539.4,4370.125,5450.0,3410.0,34.37793049574944,10555.0,-0.4631578947368421,No,No,No,No,No,No,No,No,No,No
MENN,43.0,50.0,42.7,41.58,31.215,60.0,7.0,0.6958523070056042,23857875.0,-0.9935338345864662,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MERK,3620.0,72.72727272727273,3560.5,3431.6,3606.55,4200.0,3190.0,24.148662377950433,11380.0,-0.45563909774436095,No,No,No,Yes,No,Yes,No,No,No,No
MFIN,3250.0,81.38471560211703,2735.169512939453,2021.0824609375,1703.2555792236328,3420.0,1241.8140869140625,217.60616035801218,315079.35,-0.5112781954887218,No,No,No,Yes,No,Yes,No,No,No,No
MGLV,156.0,82.22222222222223,117.85,102.28,80.26,156.0,60.0,5.255573473799751,494140.0,-0.9765413533834586,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MGNA,29.0,73.33333333333333,24.45,23.0,18.285,30.0,6.0,1.2937094408446799,354545.0,-0.9956390977443609,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MGRO,715.0,55.99999999999999,714.25,684.5,678.325,820.0,630.0,6.9962395848122645,5162390.0,-0.8924812030075188,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MHKI,118.0,79.54545454545455,106.65,98.66,109.49,515.0,89.0,4.993416709347601,3422030.0,-0.9822556390977444,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MIDI,420.0,71.62162162162161,388.6,355.68,410.19,480.0,280.0,10.278234535666316,20943935.0,-0.9368421052631579,No,No,No,Yes,Yes,Yes,No,No,No,No
MIKA,2560.0,52.87356321839081,2493.5,2401.0,2673.3,3270.0,2100.0,32.991226902611544,12049490.0,-0.6150375939849624,No,No,No,No,No,No,No,Yes,No,No
MINA,91.0,36.111111111111114,101.4,122.68,63.475,254.0,11.0,2.6729640381038933,54697615.0,-0.9863157894736843,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
MINE,515.0,42.857142857142854,524.2,,158.32,600.0,16.0,24.989418811547644,15735545.0,-0.9225563909774436,No,No,No,Yes,No,Yes,No,Yes,No,No
MIRA,11.0,100.0,10.05,9.76,8.9,15.0,4.0,0.5026245972465538,980830.0,-0.9983458646616541,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
MITI,158.0,60.46511627906977,154.35,153.54,156.365,191.0,136.0,6.333702659630143,902070.0,-0.9762406015037594,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MKAP,258.0,58.33333333333333,256.1,258.68,299.68,468.0,230.0,5.405650056972677,379805.0,-0.961203007518797,No,No,Yes,No,Yes,No,Yes,Yes,No,No
MKPI,24475.0,42.465753424657535,24648.75,24836.0,25612.25,28000.0,21100.0,669.12157655425,8580.0,2.680451127819549,No,No,No,No,No,No,Yes,Yes,Yes,No
MKTR,113.0,56.52173913043478,112.35,114.44,119.33,126.0,108.0,2.23547944152576,313560.0,-0.9830075187969924,No,No,Yes,No,Yes,No,Yes,No,No,No
MLBI,6150.0,52.94117647058823,6091.25,6029.5,6115.5,6950.0,5500.0,52.48746717493469,68765.0,-0.07518796992481203,No,No,No,Yes,No,Yes,No,No,No,No
MLIA,282.0,38.46153846153846,282.5,289.56,323.16,390.0,274.0,2.468752064230288,2462330.0,-0.957593984962406,No,No,Yes,No,Yes,No,Yes,No,Yes,No
MLPL,107.0,55.17241379310345,106.35,106.62,105.09,216.0,50.0,1.8353258471363345,58126065.0,-0.9839097744360902,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MLPT,29875.0,27.272727272727266,33525.0,37222.5,19535.175,46475.0,1200.0,1014.580383835151,16250.0,3.492481203007519,No,No,No,Yes,No,No,No,Yes,Yes,No
MMIX,147.0,67.16417910447761,133.7,130.96,106.155,232.0,50.0,7.765476900388474,8196240.0,-0.9778947368421053,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MMLP,505.0,40.0,515.75,513.58,471.605,570.0,268.0,5.4772255669748295,885380.0,-0.9240601503759398,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
MNCN,276.0,53.65853658536585,266.0,253.64,292.19,384.0,232.0,4.750623218497364,17882305.0,-0.9584962406015037,No,No,Yes,No,Yes,No,No,Yes,No,No
MOLI,204.0,59.49367088607595,197.65,192.58,220.575,312.0,178.0,8.369116152537421,581630.0,-0.9693233082706767,No,No,Yes,No,Yes,No,No,No,Yes,No
MORA,416.0,34.28571428571429,430.2,413.12,412.65,490.0,318.0,15.401982097872635,36210.0,-0.9374436090225564,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
MPIX,70.0,70.0,63.85,67.76,65.365,96.0,52.0,3.7735227037393457,9426685.0,-0.9894736842105263,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MPMX,1085.0,86.66666666666667,1035.5,983.6,995.625,1085.0,915.0,3.6634754732524235,4307275.0,-0.8368421052631578,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MPOW,138.0,75.51020408163265,108.25,101.16,85.735,149.0,50.0,15.812719727317617,23263055.0,-0.9792481203007519,No,No,No,Yes,Yes,Yes,No,No,No,No
MPPA,51.0,43.75,52.3,52.82,59.845,111.0,50.0,0.8944271414761007,19465410.0,-0.9923308270676692,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
MPRO,2030.0,66.66666666666666,2016.5,2018.5,1860.65,2030.0,1180.0,16.254554015030926,41865.0,-0.6947368421052631,No,No,No,Yes,No,Yes,No,No,No,No
MPXL,123.0,77.77777777777777,106.25,99.46,105.915,155.0,90.0,5.780866800417716,10399550.0,-0.9815037593984962,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MRAT,240.0,44.827586206896555,245.1,239.12,350.8,605.0,212.0,11.225441025963955,104270.0,-0.9639097744360903,No,No,Yes,No,Yes,No,No,Yes,Yes,No
MREI,700.0,26.31578947368422,756.75,766.7,933.875,1310.0,645.0,33.28900561219999,582450.0,-0.8947368421052632,No,No,No,No,No,No,Yes,Yes,Yes,No
MSIE,22.0,72.72727272727272,17.9,17.92,15.645,22.0,11.0,0.6386663045241867,5332885.0,-0.9966917293233083,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
MSIN,484.0,54.21686746987952,485.15,589.46,918.38,1680.0,444.0,13.417486623076526,146473705.0,-0.9272180451127819,No,No,No,No,No,No,Yes,Yes,Yes,No
MSJA,306.0,71.42857142857143,296.8,299.28,331.84,412.0,256.0,6.321225723593555,104040.0,-0.953984962406015,No,No,Yes,No,Yes,No,No,No,No,No
MSKY,57.0,62.50000000000001,54.5,54.68,75.2,121.0,50.0,1.4244112047212796,11152395.0,-0.9914285714285714,No,No,Yes,No,Yes,No,No,Yes,No,No
MSTI,1420.0,42.857142857142854,1436.0,1421.2,1518.975,1730.0,1320.0,11.795962731126314,1015030.0,-0.7864661654135339,No,No,No,No,No,No,Yes,Yes,No,No
MTDL,585.0,61.904761904761905,564.5,556.22,601.005,675.0,490.0,4.8936048402918155,7470520.0,-0.91203007518797,No,No,Yes,No,Yes,No,No,No,Yes,No
MTEL,665.0,72.5,612.0,589.88,633.745,700.0,488.0,6.171880197725476,16193930.0,-0.9,No,No,No,Yes,Yes,Yes,No,No,No,No
MTFN,4.0,50.0,4.25,4.98,14.05,50.0,3.0,0.5104176990261636,55260920.0,-0.9993984962406015,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
MTLA,420.0,34.61538461538463,435.2,432.0,424.88,486.0,366.0,4.700503882977141,132610.0,-0.9368421052631579,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
MTMH,935.0,58.82352941176471,909.25,914.4,1004.825,1250.0,840.0,11.68388453412461,7098740.0,-0.8593984962406015,No,No,No,No,No,No,No,No,No,No
MTPS,19.0,100.0,12.8,12.22,13.765,22.0,5.0,0.5026246021040929,936600.0,-0.9971428571428571,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
MTWI,157.0,52.17391304347826,154.2,144.62,154.95,189.0,82.0,3.160196515569478,187560.0,-0.976390977443609,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
MUTU,101.0,44.444444444444436,103.35,100.1,83.87,116.0,64.0,2.447340106310801,3435295.0,-0.9848120300751879,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
MYOH,1745.0,20.0,1791.5,1861.6,1562.125,2130.0,1295.0,37.24386208585277,37275.0,-0.737593984962406,No,No,No,Yes,No,No,No,Yes,Yes,No
MYOR,2260.0,32.8125,2312.5,2200.4,2516.25,2970.0,1880.0,56.50104796342604,10693810.0,-0.6601503759398496,No,No,No,No,No,No,No,No,No,No
NAIK,206.0,18.055555555555557,352.9,462.94,1165.335,2780.0,144.0,19.47812538036085,19209630.0,-0.9690225563909775,No,No,No,No,No,No,Yes,Yes,Yes,No
NANO,26.0,39.99999999999999,27.85,27.0,22.03,42.0,13.0,0.8522415744271258,41872200.0,-0.9960902255639098,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
NASA,16.0,50.0,15.8,16.08,16.27,24.0,8.0,0.5104176990269429,960610.0,-0.997593984962406,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
NASI,82.0,61.11111111111111,79.3,69.88,88.555,206.0,55.0,5.5485891915888415,17439375.0,-0.9876691729323308,No,No,Yes,No,Yes,No,No,No,No,No
NATO,155.0,51.515151515151516,152.45,153.84,149.525,162.0,134.0,4.34408247427843,19080.0,-0.9766917293233083,No,No,Yes,Yes,Yes,Yes,No,No,No,No
NAYZ,56.0,50.0,55.95,67.7,47.29,152.0,19.0,2.176428730051183,6050660.0,-0.991578947368421,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
NCKL,695.0,50.0,681.75,660.0,792.075,1070.0,560.0,12.773327469726686,26730655.0,-0.8954887218045113,No,No,No,No,No,No,No,No,No,No
NELY,404.0,43.636363636363626,400.9,396.08,439.64,490.0,366.0,6.8939332533244055,753825.0,-0.9392481203007519,No,No,Yes,No,Yes,No,No,No,Yes,No
NEST,304.0,46.51162790697675,316.3,350.48,392.145,555.0,242.0,4.700503882981084,4229260.0,-0.9542857142857143,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
NETV,157.0,34.04255319148936,167.4,155.78,157.625,254.0,72.0,18.081322142979143,20059805.0,-0.976390977443609,No,No,Yes,No,Yes,No,No,Yes,No,No
NFCX,1900.0,71.61290322580645,1698.5,1537.5,1485.2,2840.0,1035.0,113.56976756679622,369610.0,-0.7142857142857143,No,No,No,Yes,No,Yes,No,No,No,No
NICE,364.0,71.66666666666667,302.7,279.6,376.295,760.0,238.0,13.707854065084595,2083525.0,-0.9452631578947368,No,No,No,No,Yes,No,No,Yes,No,No
NICK,700.0,45.45454545454546,707.25,738.3,628.72,840.0,260.0,19.213139690170543,2735.0,-0.8947368421052632,No,No,No,Yes,No,No,No,Yes,Yes,No
NIKL,244.0,40.42553191489362,242.7,226.8,248.65,496.0,193.0,23.164400997996175,7358985.0,-0.9633082706766918,No,No,Yes,No,Yes,No,No,Yes,No,No
NINE,97.0,34.86238532110093,120.0,179.26,91.48,326.0,5.0,5.025199646844236,38535825.0,-0.9854135338345865,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
NIRO,122.0,33.33333333333333,124.1,125.38,132.935,141.0,121.0,2.3502519273656115,7303200.0,-0.9816541353383459,No,No,Yes,No,Yes,No,Yes,Yes,No,No
NISP,1375.0,81.81818181818181,1314.25,1299.2,1325.9,1430.0,1190.0,5.954874157154889,6740125.0,-0.793233082706767,No,No,No,Yes,Yes,Yes,No,No,No,No
NOBU,710.0,72.41379310344828,662.25,631.7,635.575,770.0,550.0,24.46667981080617,2723455.0,-0.8932330827067669,No,No,No,Yes,No,Yes,No,No,No,No
NPGF,28.0,50.0,28.2,29.1,33.51,50.0,15.0,0.5982429676779476,144060.0,-0.9957894736842106,No,No,Yes,No,Yes,No,Yes,No,Yes,No
NRCA,342.0,76.0,328.5,320.6,351.96,444.0,288.0,3.1388901686043473,787900.0,-0.9485714285714286,No,No,Yes,No,Yes,No,No,Yes,No,No
NSSS,282.0,48.275862068965516,279.9,278.36,242.3,316.0,176.0,4.317650422952225,4360860.0,-0.957593984962406,No,No,Yes,Yes,Yes,Yes,No,No,No,No
NTBK,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,26625.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
NZIA,67.0,65.71428571428572,60.75,58.28,67.0,99.0,50.0,4.649844356875932,3308265.0,-0.9899248120300752,No,No,Yes,No,Yes,No,No,Yes,No,No
OASA,147.0,51.85185185185185,138.2,128.76,136.0,158.0,103.0,3.572924486372026,151927320.0,-0.9778947368421053,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
OBAT,472.0,30.973451327433622,525.5,559.64,309.67,890.0,103.0,34.61894066177498,11300895.0,-0.9290225563909774,No,No,Yes,Yes,No,No,No,Yes,Yes,No
OBMD,199.0,82.05128205128204,187.45,185.58,215.935,280.0,155.0,7.886697655649832,533850.0,-0.9700751879699248,No,No,Yes,No,Yes,No,No,Yes,No,No
OILS,100.0,83.33333333333333,93.5,89.4,94.055,115.0,67.0,2.5313819641491424,825345.0,-0.9849624060150376,No,No,Yes,Yes,Yes,Yes,No,No,No,No
OKAS,118.0,38.70967741935484,121.3,110.22,110.835,136.0,79.0,3.4274434105683507,7425245.0,-0.9822556390977444,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
OLIV,22.0,45.45454545454546,22.05,20.46,14.695,28.0,4.0,0.5104176988906078,3713035.0,-0.9966917293233083,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
OMED,175.0,81.48148148148148,162.05,161.8,175.59,208.0,151.0,3.205258822951782,2011415.0,-0.9736842105263158,No,No,Yes,No,Yes,No,No,No,No,No
OPMS,78.0,68.42105263157895,64.5,55.8,65.13,124.0,50.0,8.158140907677339,35708925.0,-0.9882706766917293,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PACK,2070.0,50.925925925925924,2125.5,2126.3,915.23,2990.0,26.0,107.90438018482527,3649515.0,-0.6887218045112782,No,No,No,Yes,No,No,No,Yes,No,No
PADA,20.0,100.0,12.85,12.2,14.105,50.0,9.0,0.6048052456946595,6271330.0,-0.9969924812030075,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PADI,42.0,50.0,40.2,40.14,17.425,58.0,4.0,1.301820553553957,2744370.0,-0.9936842105263158,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
PALM,388.0,47.61904761904762,389.5,374.16,387.89,446.0,300.0,5.985948451085602,255115.0,-0.9416541353383459,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
PAMG,85.0,66.0,72.35,64.9,55.135,86.0,50.0,5.05860391766395,17569440.0,-0.987218045112782,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PANI,11100.0,43.75,11231.25,10558.0,11587.375,19100.0,4730.0,329.98205692833477,10071580.0,0.6691729323308271,No,No,No,No,No,No,No,No,No,No
PANR,775.0,34.04255319148936,815.75,848.8,634.61,965.0,368.0,7.482435567203613,4812750.0,-0.8834586466165414,No,No,No,Yes,No,No,No,Yes,Yes,No
PANS,1605.0,58.49056603773585,1524.25,1493.6,1588.0,1895.0,1365.0,34.21583966707185,151380.0,-0.7586466165413533,No,No,No,Yes,No,Yes,No,No,Yes,No
PART,96.0,53.846153846153854,95.1,96.36,109.4,1605.0,68.0,6.033895478761452,13765500.0,-0.9855639097744361,No,No,Yes,No,Yes,No,Yes,Yes,No,No
PBID,550.0,53.846153846153854,530.5,522.84,498.725,575.0,386.25,13.005565606848982,1089610.0,-0.9172932330827068,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PBRX,23.0,50.0,23.4,23.16,21.78,27.0,14.0,0.30779336220416476,10482375.0,-0.9965413533834586,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
PBSA,414.0,74.50980392156862,370.6,359.76,331.9,414.0,280.0,8.927190865774758,1524840.0,-0.9377443609022557,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PCAR,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,17865.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
PDES,384.0,74.74747474747474,335.6,273.32,259.01,418.0,179.0,37.859018252855655,344475.0,-0.9422556390977443,No,No,No,Yes,No,Yes,No,No,No,No
PEGE,119.0,60.869565217391305,115.6,109.7,111.625,151.0,67.0,4.223680101051355,2606690.0,-0.9821052631578947,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PEHA,278.0,54.166666666666664,271.7,281.12,329.56,498.0,264.0,3.9934156223552932,132650.0,-0.9581954887218045,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
PEVE,352.0,77.19298245614036,319.8,296.96,267.04,356.0,196.0,10.290005366287849,632950.0,-0.9470676691729323,No,No,No,Yes,Yes,Yes,No,No,No,No
PGAS,1750.0,53.846153846153854,1679.25,1595.7,1574.3,1770.0,1280.0,20.28740858958159,51174670.0,-0.736842105263158,Yes,No,No,Yes,No,Yes,No,No,Yes,No
PGEO,1375.0,82.53968253968254,981.75,884.9,1025.425,1375.0,730.0,50.34813015831511,45975855.0,-0.793233082706767,Yes,No,No,Yes,No,Yes,No,No,No,No
PGJO,530.0,100.0,287.05,183.58,116.955,530.0,85.0,0.0,215110.0,-0.9203007518796993,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PGLI,126.0,44.444444444444436,128.0,134.94,155.04,216.0,102.0,3.4070360503872164,102230.0,-0.9810526315789474,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
PGUN,585.0,60.6060606060606,568.1,542.46,456.985,780.0,310.0,34.92020980097181,201360.0,-0.91203007518797,No,No,No,Yes,No,Yes,No,No,No,No
PICO,141.0,82.6086956521739,110.7,107.3,118.365,190.0,79.0,9.068598215602593,3403390.0,-0.978796992481203,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
PIPA,89.0,83.78378378378379,52.7,31.6,16.745,89.0,6.0,2.074278547033025,55162485.0,-0.9866165413533835,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
PJAA,488.0,40.322580645161295,497.15,504.78,593.445,820.0,466.0,22.151333568416817,420160.0,-0.9266165413533834,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
PKPK,745.0,47.826086956521735,752.5,765.0,686.765,975.0,312.0,8.522416257104712,138325.0,-0.8879699248120301,No,No,No,Yes,Yes,No,No,Yes,No,No
PLAN,40.0,44.444444444444436,42.0,40.68,29.645,53.0,17.0,1.9808291502037327,1218080.0,-0.9939849624060151,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
PMJS,116.0,51.85185185185185,118.2,116.92,125.955,179.0,109.0,2.268201215478779,38380.0,-0.9825563909774436,No,No,Yes,No,Yes,No,Yes,Yes,No,No
PMMP,60.0,64.28571428571428,56.5,55.8,114.9,258.0,50.0,3.750087706508854,26848830.0,-0.9909774436090225,No,No,Yes,No,Yes,No,No,No,No,No
PNBN,1180.0,14.049586776859499,1488.0,1464.8,1603.025,2010.0,1060.0,51.97671543375078,29616090.0,-0.8225563909774436,No,No,No,No,No,No,Yes,Yes,Yes,No
PNBS,50.0,50.0,50.2,50.08,51.27,58.0,50.0,0.6048052458504384,12137105.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
PNGO,1795.0,67.94871794871794,1734.5,1658.5,1743.575,2390.0,1390.0,82.02173973640278,14990.0,-0.7300751879699248,No,No,No,Yes,No,Yes,No,No,No,No
PNIN,920.0,22.222222222222214,1019.5,945.0,998.75,1220.0,830.0,28.796015804761268,1611325.0,-0.8616541353383459,No,No,No,No,No,No,Yes,Yes,Yes,No
PNLF,300.0,19.117647058823522,359.5,339.28,394.72,510.0,276.0,14.192659330068414,325504000.0,-0.9548872180451128,No,No,No,No,No,No,Yes,Yes,Yes,No
PNSE,394.0,58.64661654135338,372.3,374.6,549.455,1460.0,336.0,30.13286368064493,96765.0,-0.9407518796992481,No,No,No,No,No,No,No,No,No,No
POLA,16.0,75.0,13.85,13.0,12.5,17.0,8.0,0.6155869395588655,2003575.0,-0.997593984962406,No,No,Yes,Yes,Yes,Yes,No,No,No,No
POLI,750.0,,750.0,752.3,775.85,900.0,635.0,0.0,250.0,-0.887218045112782,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
POLL,112.0,,112.0,112.0,112.0,137.0,107.0,0.0,0.0,-0.9831578947368421,No,No,Yes,No,Yes,No,No,Yes,Yes,No
POLU,8825.0,,8825.0,6806.7,2609.295,8825.0,362.0,0.0,0.0,0.3270676691729324,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
POLY,26.0,88.88888888888889,16.95,14.8,19.75,32.0,10.0,0.9459052562270122,411945.0,-0.9960902255639098,No,No,Yes,Yes,Yes,Yes,No,No,No,No
POOL,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
PORT,830.0,35.71428571428572,846.75,845.4,841.875,1080.0,635.0,20.083706407685167,29195.0,-0.8751879699248121,No,No,No,No,No,No,Yes,Yes,Yes,No
POSA,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
POWR,740.0,90.0,706.5,677.0,684.35,740.0,610.0,6.663924868172458,3561150.0,-0.8887218045112781,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PPGL,100.0,66.66666666666666,96.65,98.04,102.85,111.0,89.0,1.394538186567094,128470.0,-0.9849624060150376,No,No,Yes,No,Yes,No,No,Yes,No,No
PPRE,62.0,50.0,60.85,56.0,64.665,84.0,50.0,1.7312909439898425,7418250.0,-0.9906766917293233,No,No,Yes,No,Yes,No,No,No,No,No
PPRI,206.0,33.33333333333333,258.2,254.76,159.835,326.0,84.0,16.510283873879953,28902365.0,-0.9690225563909775,No,No,No,Yes,Yes,No,No,No,Yes,No
PPRO,21.0,,21.0,21.0,20.32,36.0,7.0,0.0,0.0,-0.9968421052631579,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
PRAS,97.0,,97.0,97.0,97.0,97.0,97.0,0.0,0.0,-0.9854135338345865,No,No,Yes,No,Yes,No,No,Yes,Yes,No
PRAY,630.0,83.33333333333333,606.75,615.0,626.0,680.0,600.0,5.026246890721507,31950.0,-0.9052631578947369,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
PRDA,2650.0,41.99999999999999,2642.0,2569.6,2807.2,3520.0,2420.0,40.58454463302819,1622970.0,-0.6015037593984962,No,No,No,No,No,No,No,No,Yes,No
PRIM,67.0,73.68421052631578,59.95,58.38,59.49,73.0,50.0,2.23547944136222,12390500.0,-0.9899248120300752,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
PSAB,292.0,50.0,297.8,280.48,270.59,410.0,138.0,6.0965909297282135,194352770.0,-0.9560902255639098,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
PSDN,77.0,68.42105263157895,71.3,73.04,81.305,101.0,66.0,2.4165002784850342,1121895.0,-0.988421052631579,No,No,Yes,No,Yes,No,No,No,No,No
PSGO,181.0,65.15151515151516,174.55,170.08,166.88,200.0,139.0,6.31851913997919,359330.0,-0.9727819548872181,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PSKT,36.0,58.33333333333333,32.55,35.02,29.0,54.0,18.0,0.9665456212704547,755110.0,-0.9945864661654136,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
PSSI,374.0,50.0,368.4,370.32,408.84,496.0,336.0,6.286995761194173,520345.0,-0.9437593984962406,No,No,Yes,No,Yes,No,No,No,Yes,No
PTBA,2880.0,60.869565217391305,2772.0,2626.4,2733.15,3140.0,2300.0,25.110283066939616,20464295.0,-0.5669172932330827,No,No,No,Yes,No,Yes,No,No,Yes,No
PTDU,18.0,76.47058823529412,14.35,14.96,17.575,33.0,9.0,0.44426155889470204,970550.0,-0.9972932330827068,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PTIS,282.0,20.0,299.3,263.4,241.11,330.0,178.0,19.016889997450736,535055.0,-0.957593984962406,No,No,No,Yes,No,Yes,No,Yes,No,No
PTMP,63.0,77.77777777777777,59.1,56.68,66.895,147.0,51.0,1.09904260541977,8021835.0,-0.9905263157894737,No,No,Yes,No,Yes,No,No,No,No,No
PTMR,140.0,55.55555555555556,137.55,134.6,110.28,147.0,51.0,2.1392325028345724,2483255.0,-0.9789473684210527,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PTPP,468.0,76.92307692307693,393.5,312.84,375.07,482.0,226.0,14.0974055065896,87103040.0,-0.9296240601503759,Yes,No,No,Yes,No,Yes,No,No,No,No
PTPS,90.0,84.61538461538461,78.5,74.54,78.355,184.0,66.0,3.3560628430411024,16700020.0,-0.9864661654135338,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PTPW,920.0,60.0,899.75,866.6,896.25,975.0,830.0,6.042611836492994,30105.0,-0.8616541353383459,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PTRO,3250.0,76.66666666666666,2815.0,2782.9,2191.4125,4180.0,479.0,91.50208510662937,70260405.0,-0.5112781954887218,No,No,No,Yes,No,Yes,No,No,No,No
PTSN,214.0,65.21739130434783,208.75,205.48,203.62,256.0,183.0,4.837082626211935,685455.0,-0.9678195488721805,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
PTSP,890.0,97.36842105263158,764.5,722.4,901.725,1305.0,665.0,43.50136113921984,31060.0,-0.8661654135338346,No,No,No,No,No,No,No,No,No,No
PUDP,226.0,61.53846153846153,215.8,215.28,233.38,340.0,131.0,10.399898780690524,576875.0,-0.966015037593985,No,No,Yes,No,Yes,No,No,No,No,No
PURA,16.0,63.63636363636363,13.75,12.4,15.02,24.0,6.0,0.5982429677369226,5103010.0,-0.997593984962406,No,No,Yes,Yes,Yes,Yes,No,No,No,No
PURE,51.0,,51.0,51.0,51.0,51.0,51.0,0.0,0.0,-0.9923308270676692,No,No,Yes,No,Yes,No,No,Yes,Yes,No
PURI,200.0,53.2258064516129,197.6,197.98,215.195,380.0,153.0,7.85041064404451,459940.0,-0.9699248120300752,No,No,Yes,No,Yes,No,No,No,No,No
